id,class,set
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment124,Renaissance secular subject,validation
charles_iveslarry_austin__universe_symphony_symphony_no_6_wscoresegment15,20th century experimental open view,train
js_bach_musikalisches_opfer_bwv_1079_le_concert_des_nations__jsavallsegment92,Baroque Classical secular subject,train
zarsanga___segment21,Asian traditional folklore,train
monges_de_santo_domingo_de_silos_canto_gregorianosegment18,Renaissance symbolism,validation
renaissance_choral_masterpiecessegment3,Renaissance symbolism,train
killswitch_engage___as_daylight_dies_full_albumsegment52,Heavy metal,train
telemann__brockes_passion__passion_oratorio_completesegment2,Baroque Classical symbolism,test
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment13,Renaissance secular subject,train
astor_piazzolla_greatest_hits__best_songs_of_astor_piazzolla__astor_piazzolla_live_2019segment135,Modern instrumental music,train
scriabin_mazurkas_poemes__impromtusop40toop73segment64,20th century experimental figure,test
handel_water_musicsegment31,Baroque Classical secular subject,train
ravel_complete_piano_musicsegment94,20th century traditional figure,train
janacek__taras_bulba_rhapsody_for_orchestra_1918segment22,20th century experimental open view,train
salmo__mrantipatia_full_albumsegment16,Electronic music,test
igor_stravinsky__the_rite_of_spring_1913segment45,20th century experimental open view,test
bruckner_te_deum_wab_45_karajansegment27,Romanticism open view,train
richie_havens__common_ground_1983_full_albumsegment26,African traditional folklore,train
bela_bartok__violin_sonata_no_2_with_scoresegment2,20th century experimental figure,train
handel_water_musicsegment51,Baroque Classical secular subject,train
bach_mass_in_b_minor_bwv_232__karl_richtersegment101,Baroque Classical symbolism,test
adrian_willaert_and_his_circle_ricercari_da_musica_novasegment92,Renaissance secular subject,train
telemann__brockes_passion__passion_oratorio_completesegment103,Baroque Classical symbolism,train
lady_gaga__greatest_hits_full_album__best_songs_collection_2023segment122,Electronic music,train
shuar_equateur__indiens_shuar_cayapa_otavalosegment10,American traditional folklore,train
igor_stravinsky__the_rite_of_spring_1913segment48,20th century experimental open view,test
mayan_music_playlist_2_ultra_extendedsegment123,American traditional folklore,test
js_bach__passione_secondo_matteo_bwv_244segment9,Baroque Classical symbolism,train
byrd_bull_morley_etc__english_virginalists_zuzana_ruzickovasegment111,Renaissance secular subject,train
best_of_metallica__metallica_greatest_hits_full_albumsegment143,Heavy metal,train
paisiello_6_flute_quartets_op23segment61,Baroque Classical secular subject,train
hayastan__armenian_dancessegment67,European traditional folklore,train
bach__complete_flute_sonatas__emmanuel_pahud__trevor_pinnocksegment67,Baroque Classical secular subject,train
chopin_four_scherzi_pogorelichsegment75,Romanticism figure,test
spicegirls_greatest_hits_full_album__best_songs_of_spicegirls_playlistsegment138,Electronic music,train
musiques_de_la_toundra_et_de_la_taigasegment102,European traditional folklore,test
frederic_chopin__19_nocturnes_rubinsteinsegment41,Romanticism figure,train
manowar_greatest_hitssegment154,Heavy metal,train
js_bach__passione_secondo_matteo_bwv_244segment37,Baroque Classical symbolism,validation
daphnis_et_chloe__ravel__dutoitsegment63,20th century traditional open view,test
y2mateis__aphex_twin_selected_ambient_works_85_92_full_album_68nype1xola192k1695898401segment21,Electronic music,train
john_cage_piano_works_full_albumsegment331,20th century abstractionism,train
mamadou_diabate__tunga_full_albumsegment22,African traditional folklore,train
antonio_vivaldi__le_quattro_stagioni__the_four_seasons__classical_musicsegment21,Baroque Classical secular subject,train
luigi_nono__prometeo_tragedia_dellascoltosegment10,20th century abstractionism,train
judas_priest_greatest_hitssegment77,Heavy metal,train
heitor_villalobos_5_preludes_12_studies__modinha_full_albumsegment40,Modern instrumental music,train
mozart__requiem_in_d_minor_completefull_hdsegment64,Baroque Classical symbolism,train
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment107,Renaissance secular subject,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment196,American traditional folklore,test
minyo__the_deep_song_of_korea_segment100,Asian traditional folklore,train
arcangelo_corelli_16531713__sonate_da_chiesasegment170,Baroque Classical symbolism,train
schoenberg_string_quartets1to4segment103,20th century experimental figure,test
brahms_variations_on_a_theme_of_paganini_op35_kissinsegment31,Romanticism figure,train
sacred_music_of_the_renaissancesegment39,Renaissance symbolism,test
north_indian_classical_music__vocal_musicsegment104,Asian traditional folklore,test
antonio_carlos_jobim__1967_greatest_hits__wave_full_albumsegment59,Modern instrumental music,train
grup_yorum__en_sevilen_sarklar_gelmis_gecmis_tum_turkuler_karsk_ibrahim_gokcek_ansnasegment110,Asian traditional folklore,train
krzysztof_penderecki__complete_cello_concertossegment59,20th century abstractionism,train
cpebach_magnificat_in_d_major_wq_215_h772segment70,Baroque Classical symbolism,train
chopin_4_impromptus_op29_36_51_66_kissinsegment40,Romanticism figure,train
brahms_complete_piano_trios__guarneri_trio_praguesegment32,Romanticism figure,train
sacred_music_of_the_renaissancesegment22,Renaissance symbolism,train
bach_mass_in_b_minor_bwv_232__karl_richtersegment217,Baroque Classical symbolism,train
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment32,Renaissance secular subject,train
ludwig_van_beethoven__violin_sonata_no_9_kreutzersegment16,Baroque Classical secular subject,test
richard_strauss_unknown_works_for_chamber_musicsegment67,20th century traditional figure,train
iannis_xenakis__persephassa_for_six_percussionists_1969_scorevideosegment37,20th century abstractionism,train
traditional_african_music_folk_music_instrumental_for_relaxing_studying__ambiencesegment143,African traditional folklore,train
mozart__requiem_in_d_minor_completefull_hdsegment80,Baroque Classical symbolism,train
leadbelly_best_songs___leadbelly_top_hits___leadbelly_full_albumsegment10,African traditional folklore,validation
the_very_best_of_frank_zappa__frank_zappa_greatest_hits_full_albumsegment78,Modern instrumental music,train
giovanni_pierluigi_da_palestrina__first_book_of_madrigalssegment62,Renaissance secular subject,train
terry_riley__rainbow_in_colognesegment121,Electronic music,train
sister_rosetta_tharpe__the_best_of_vol_1_full_album__album_completsegment17,African traditional folklore,train
brian_eno__new_space_musicsegment120,Electronic music,test
grup_yorum__en_sevilen_sarklar_gelmis_gecmis_tum_turkuler_karsk_ibrahim_gokcek_ansnasegment101,Asian traditional folklore,validation
mozart__requiem_in_d_minor_completefull_hdsegment96,Baroque Classical symbolism,train
patsy_cline_greatest_hist_full_album_2023__best_song_of_patsy_clinesegment63,Modern instrumental music,test
rachmaninoff_etudestableaux_complete_full_album_played_by_zlata_chochievasegment48,20th century traditional figure,train
scandinavian_folk_music____best_scandinavian_traditional_musicsegment113,European traditional folklore,train
_traditional_folk_songs_of_japansegment105,Asian traditional folklore,train
youre_a_royal_falling_in_love_in_an_ancient_asian_kingdomsegment105,Asian traditional folklore,train
beyond_the_sky__ustad_amjad_ali_khan_ustad_zakir_hussain__classical_instrumental_raagassegment121,Asian traditional folklore,test
tchaikovsky__the_seasons_full__piano_vadim_chaimovichsegment88,Romanticism figure,train
shostakovich__symphony_n15___mravinsky_scorevideosegment49,20th century experimental open view,train
ali_toure_farka__vol_1segment47,African traditional folklore,train
shostakovich__the_piano_concertos_nos12_piano_dmitri_shostakovich__ctrc_andre_cluytenssegment3,20th century experimental open view,train
michaeljackson_greatest_hits_2023__michael_jackson_best_soul_songs_90s__2000s_playlistsegment99,Electronic music,train
terry_riley__rainbow_in_colognesegment154,Electronic music,train
java__gamelans_from_the_sultans_palace_in_jogjakartasegment161,Asian traditional folklore,train
motets_of_the_venetian_school_xvi_centurysegment58,Renaissance symbolism,train
handel__messiah__by_london_philharmonic_complete_concertofullsegment90,Baroque Classical symbolism,validation
traditional_african_music_folk_music_instrumental_for_relaxing_studying__ambiencesegment58,African traditional folklore,train
shostakovich__symphony_n15___mravinsky_scorevideosegment65,20th century experimental open view,train
aztec_indigenous_ancient_musicsegment44,American traditional folklore,train
musiques_de_la_toundra_et_de_la_taigasegment93,European traditional folklore,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment135,American traditional folklore,train
dmitri_shostakovich__24_preludes_and_fugues_op_87segment72,20th century traditional figure,train
ludwig_van_beethoven__violin_sonata_no_9_kreutzersegment7,Baroque Classical secular subject,train
dmitri_shostakovich__violin_sonata_with_scoresegment43,20th century experimental figure,test
john_dunstable_c13901453__musician_to_the_plantagenetssegment40,Renaissance symbolism,train
lady_gaga__greatest_hits_full_album__best_songs_collection_2023segment166,Electronic music,train
1_hour__mix_of_the_most_beautiful_native_american_musicsegment108,American traditional folklore,train
gyorgy_kurtag_kafka_fragments_op_24_audrey_luna_and_harvey_thurmersegment45,20th century abstractionism,train
african_folk_music_instrumental__marimba_kalimba__drumssegment23,African traditional folklore,train
the_best_of_tallissegment152,Renaissance symbolism,train
the_best_of_webersegment126,Romanticism open view,train
mayan_ambiance_mexican_traditional_musicsegment42,American traditional folklore,validation
java__gamelans_from_the_sultans_palace_in_jogjakartasegment101,Asian traditional folklore,train
rachmaninoff_etudestableaux_complete_full_album_played_by_zlata_chochievasegment39,20th century traditional figure,train
blind_guardian__beyond_the_red_mirror_official_full_album_streamsegment51,Heavy metal,train
_electro___segment216,Electronic music,train
new_10_chinese_songs_traditional_relaxing_meditsegment47,Asian traditional folklore,train
aaron_copland_symphony_no_3_oue_minnesota_orchestrasegment15,20th century traditional open view,train
anton_bruckner__string_quintet_in_f_majorsegment19,Romanticism figure,train
brahms_complete_piano_trios__guarneri_trio_praguesegment22,Romanticism figure,train
orlande_de_lassus__motets__chansonse__the_hilliard_ensemblesegment79,Renaissance symbolism,train
dance_hits_90ssegment117,Electronic music,train
monteverdi_choral_masterworkssegment56,Renaissance symbolism,train
leadbelly_best_songs___leadbelly_top_hits___leadbelly_full_albumsegment43,African traditional folklore,test
r_a_m_o_n_e_s_greatest_hits_full_album_2021___the_best_of_r_a_m_o_n_e_s_playlistsegment71,Modern instrumental music,validation
modest_mussorgsky_pieces_for_pianosegment48,Romanticism figure,train
jenufa_symphonic_suite_from_the_operasegment9,20th century traditional open view,train
astor_piazzolla_greatest_hits__best_songs_of_astor_piazzolla__astor_piazzolla_live_2019segment138,Modern instrumental music,validation
bartok__mikrokosmos_complete_with_scoresegment255,20th century experimental figure,train
monteverdi_choral_masterworkssegment85,Renaissance symbolism,test
elektra_op58__by_r_strauss_audio__sheet_musicsegment96,20th century experimental open view,train
brahms_complete_piano_trios__guarneri_trio_praguesegment107,Romanticism figure,train
renaissance_choral_masterpiecessegment28,Renaissance symbolism,validation
african_folk_music_instrumental__marimba_kalimba__drumssegment16,African traditional folklore,train
bach_the_goldberg_variations_bwv_988_recorded1981__glenn_gould_432hzsegment3,Baroque Classical secular subject,train
