id,class,set
franshalsportraitofaman1643,Baroque Classical secular subject,train
pablopicasso407,20th century experimental figure,train
arkhipkuindzhidnieper19011,20th century traditional open view,train
katsushikahokusaikuwana4,Asian traditional folklore,train
aztecart30,American traditional folklore,train
blinkypalermoconeyislandii1975,20th century abstractionism,train
thiagoboecan20,Modern instrumental music,train
marcchagall37,European traditional folklore,train
marcchagall225,European traditional folklore,train
pierreaugusterenoir247,20th century traditional open view,train
ancientegipt66,African traditional folklore,train
edwardruschahonk1962,Electronic music,train
gustaveloiseau20,20th century experimental open view,test
pietmondrian42,20th century abstractionism,test
raphael14,Renaissance symbolism,train
johnsingersargent66,20th century traditional open view,validation
cunoamiet31,20th century experimental open view,test
edgardegas559,Romanticism figure,train
jacoblawrence9,African traditional folklore,validation
cytwomblycaminorealii,20th century abstractionism,validation
aa9d7add99e512334e3fd67e121da053c,Heavy metal,validation
zdzislawbeksinski61,Heavy metal,validation
utagawasadatorahanamurasakiofthetamaya,Asian traditional folklore,validation
olouisguglielmi1,African traditional folklore,train
edouardmanet38,Romanticism figure,train
alfredsisley61,Romanticism open view,train
abdulmatiklarwein28,Electronic music,train
giottodibondone87,Renaissance symbolism,train
fairfieldporterpenobscotbaywithyellowfield1968,Modern instrumental music,train
jeanmichelbasquiat23,Modern instrumental music,train
nicholasroerichmarvelousmiracletothefeat1937,20th century traditional open view,test
antoineblanchardtheatredesvarieteslarge3,20th century traditional open view,train
franciscogoya114,Romanticism figure,train
vincentvangogh868,Romanticism figure,train
lallaessaydi9,African traditional folklore,train
edgardegas349,Romanticism figure,validation
e3358bc3df3ff7db9249c7a2aad2ff3dc,African traditional folklore,train
konstantinmakovskythetransferofthesacredcarpetfrommeccatocairo,Romanticism figure,train
vincentvangogh685,Romanticism open view,train
leonardodavinci18,Renaissance secular subject,train
mariaprimachenkolionhasbrokenanoak1963,European traditional folklore,test
kittelsen10,European traditional folklore,train
vincentvangogh734,Romanticism figure,test
bernardobellottoveronaveduta1746,Baroque Classical secular subject,train
richardhamilton1,Electronic music,train
aztecart88,American traditional folklore,train
franciscotoledo7,American traditional folklore,train
belakadarvrsszentek,European traditional folklore,train
paulklee145,20th century abstractionism,train
5bfe7149cbf1cd1ed636ec41b1184ac8c,Modern instrumental music,train
antoineblanchardparislacathedralenotredame,20th century traditional open view,train
johnsingersargent40,20th century traditional open view,train
vincentvangogh775,Romanticism open view,train
pablopicasso131,20th century experimental figure,train
marcchagall134,European traditional folklore,train
titian18,Renaissance secular subject,train
dc1c99a815bc9fd60c2b992b9cf72cb5c,Heavy metal,validation
andywarhol24,Electronic music,train
joanhernandezpijuanmemoriadevorai1990,Electronic music,train
nalinimalani6,Asian traditional folklore,train
leogausson4,20th century experimental open view,train
josephfarquharson12,20th century traditional open view,test
henrimatisse82,20th century experimental figure,train
titian247,Renaissance secular subject,train
a89ff41f7c606bb6020ba3be0e469310c,Heavy metal,train
jerrybywatersetal19,Modern instrumental music,train
konstantinmakovskytheboyarswedding,Romanticism figure,validation
miguelriobranco13,American traditional folklore,train
jacqueslouisdavid12,Baroque Classical symbolism,train
andywarhol109,Electronic music,test
valerioadamiselfportrait1983,Electronic music,train
titian52,Renaissance symbolism,train
thomasfaedetal5,European traditional folklore,train
diegovelazquez19,Baroque Classical secular subject,train
odilonredonrogerandangelica1,20th century experimental open view,train
albrechtduerer162,Renaissance symbolism,train
pierreaugusterenoir10,20th century traditional figure,validation
henrimatisse147,20th century experimental figure,train
gerardterborchdispatch1657,Baroque Classical secular subject,test
edmunddulacthesnowqueenonthethroneofice,20th century experimental figure,train
e43ec84829d294fa8da462df24b1b655c,Heavy metal,train
duccio96,Renaissance symbolism,train
lyonelfeininger28,20th century experimental open view,train
nicholasroerichmountanylandscape1925,20th century traditional open view,train
kolomanmoserthethreegraces,20th century experimental figure,train
albrechtduerer174,Renaissance secular subject,train
mariojoseangeles19,American traditional folklore,train
jacktworkovpinkmississippi1954,20th century abstractionism,train
giovannibattistatiepolo1,Baroque Classical symbolism,train
mikhailvrubel128,20th century traditional open view,train
paulgauguin10,20th century experimental figure,train
bridgetriley28,Electronic music,train
leondabo6,20th century experimental open view,test
sirlawrencealmatademacatullusatlesbias1865,Romanticism figure,validation
clementinehunter19,African traditional folklore,test
johnsingersargent63,20th century traditional open view,train
a646dc8a5cee770b4f1aa4a9c07214ebc,Heavy metal,train
mariojoseangeles7,American traditional folklore,train
nicholasroerichalexandernevsky1942,20th century experimental open view,test
pompeobatoni17,Baroque Classical symbolism,train
norvalmorrisseau12,American traditional folklore,train
norvalmorrisseau30,American traditional folklore,train
egonschieleiloveantitheses1912,20th century experimental figure,train
keisaieisenthecourtesankaoruofowariyamatchedwithokitsu18251,Asian traditional folklore,validation
628d4f3807932adadf8b074e6921cf59c,Heavy metal,train
49cdb38579d37b690c7d3069c4ed797ac,Heavy metal,train
julioromerodetorres4,European traditional folklore,test
estebanvicentedivertimento1995,20th century abstractionism,train
pablopicasso275,20th century experimental figure,train
paularego4,Modern instrumental music,train
markrothko4,20th century experimental figure,train
julioromerodetorres7,European traditional folklore,train
vikingart11,European traditional folklore,train
childehassamearlyeveningaftersnowfall,20th century traditional open view,train
andreirublev45,Renaissance symbolism,train
davidchethlahepaladin10,American traditional folklore,train
javiermarsicaletal7,Modern instrumental music,train
rembrandt215,Baroque Classical secular subject,train
diegovelazquez83,Baroque Classical secular subject,train
canalettograndcanallookingnorthfromneartherialtobridge,Baroque Classical secular subject,validation
sergesudeikin8,European traditional folklore,test
beauforddelaney19,Modern instrumental music,train
tarsiladoamaral12,American traditional folklore,train
twinssevenseven13,Asian traditional folklore,train
jacksonpollock23,20th century abstractionism,train
abrahampalatnik19,American traditional folklore,train
kazimirmalevich78,20th century experimental figure,train
janvaneyck37,Renaissance symbolism,train
xulsolar21,American traditional folklore,train
giottodibondone62,Renaissance symbolism,train
childehassambather,20th century traditional open view,train
paulgauguin107,20th century experimental figure,train
camillepissarro6,20th century traditional open view,train
benjaminwestselfportrait1770,Baroque Classical secular subject,test
navjotaltaf9,Asian traditional folklore,train
konstantinmakovskybedouin,Romanticism figure,test
lallaessaydi14,African traditional folklore,train
andrederainsorrowfullandscape1946,European traditional folklore,train
ronnielandfieldiceberg1974,20th century abstractionism,train
edouardmanet62,Romanticism figure,train
jerrybywatersetal1,Modern instrumental music,train
yovkondzelevych11,Baroque Classical symbolism,test
henrimatisse61,20th century experimental figure,train
abb0a7fee2f1c8066ecc042d75fef6aac,Heavy metal,train
alfredsisley72,Romanticism open view,train
pablopicasso434,20th century traditional figure,train
henrimatisse122,20th century experimental figure,train
roylichtenstein4,Electronic music,train
liliacarrillo3,American traditional folklore,train
ronnielandfieldserpentine1969,20th century abstractionism,train
edgardegas4,20th century traditional figure,test
franciscogoya116,Romanticism figure,train
vincentvangogh614,Romanticism figure,train
mcescherflower,20th century experimental figure,train
fridakahlo47,Modern instrumental music,train
paulklee68,20th century abstractionism,test
giorgiodechirico14,20th century experimental open view,test
nasreenmohamedi10,Asian traditional folklore,test
javiermarsicaletal14,Modern instrumental music,train
pisanellohorses1433,Renaissance secular subject,train
anthonyvandyckthelamentationofchrist,Baroque Classical symbolism,train
rosemarykaruga8,African traditional folklore,train
pablopicasso308,20th century traditional figure,train
edgardegas472,20th century traditional open view,train
6bcf30e22257a347f1bcb06db8748acac,Heavy metal,train
kolomanmoserpicturebookforthenieceofdithamautnervonmarkhof190411,20th century experimental figure,train
kittelsen9,European traditional folklore,train
claudemonet41,20th century traditional open view,validation
gerritdouofficerofthemarksmansocietyinleidendetail,Baroque Classical secular subject,train
gustavecourbet8,Romanticism open view,train
d0dc258dd81c25fb621c0619ce24a271c,Heavy metal,train
jacqueslouisdavid72,Baroque Classical secular subject,train
georgepemba11,African traditional folklore,train
edgardegas212,20th century traditional open view,train
franciscogoya90,Romanticism figure,train
andreirublev73,Renaissance symbolism,train
johnsingersargent28,20th century traditional open view,train
robertrymanuntitled19631,Electronic music,train
beatrizmilhazes28,Electronic music,train
kazimirmalevich96,20th century traditional figure,train
hansmemling19,Renaissance secular subject,train
franciscogoya201,Romanticism figure,train
albrechtduerer308,Renaissance symbolism,train
elgreco86,Renaissance symbolism,train
nicholasroerichrohtangpass1931,20th century traditional open view,train
sirlawrencealmatademathevoiceofspring1910,Romanticism figure,train
katsushikahokusaimanga3,Asian traditional folklore,train
